transaction_id,date,time,branch,service_type,total_amount_aed,parts_cost_aed,labour_cost_aed,payment_method,status,month,quarter,day_of_week
TXN-001197,1/13/2024,17:59,Dubai-Al Quoz,Oil Change,164.59,66.09,98.5,Corporate Account,Completed,2024-01,Q1,Saturday
TXN-001198,1/13/2024,10:34,Dubai-Al Quoz,Oil Change,0,0,0,Cash,Void,2024-01,Q1,Saturday
TXN-001199,1/13/2024,9:32,Dubai-Al Quoz,Oil Change,182.89,66.83,116.06,Online,Completed,2024-01,Q1,Saturday
TXN-001200,1/13/2024,9:09,Dubai-Al Quoz,AC Service,326.49,121.42,205.07,Card,Completed,2024-01,Q1,Saturday
TXN-001201,1/13/2024,15:23,Dubai-Al Quoz,Full Service,703.21,234.08,469.13,Cash,Completed,2024-01,Q1,Saturday
TXN-001202,1/13/2024,12:01,Dubai-Al Quoz,Oil Change,165.51,67.21,98.3,Card,Completed,2024-01,Q1,Saturday
TXN-001203,1/13/2024,15:49,Dubai-Al Quoz,Brake Service,486.81,197.34,289.47,Card,Completed,2024-01,Q1,Saturday
TXN-001204,1/13/2024,13:24,Dubai-Al Quoz,Battery Replacement,342.75,114.55,228.2,Card,Completed,2024-01,Q1,Saturday
TXN-001205,1/13/2024,12:35,Dubai-Al Quoz,Detailing,394.89,159.76,235.13,Cash,Completed,2024-01,Q1,Saturday
TXN-001206,1/13/2024,12:15,Dubai-Al Quoz,Wheel Alignment,145.06,63.13,81.93,Corporate Account,Completed,2024-01,Q1,Saturday
TXN-001207,1/13/2024,17:28,Dubai-Al Quoz,AC Service,340.88,123.62,217.26,Card,Completed,2024-01,Q1,Saturday
TXN-001208,1/13/2024,13:43,Dubai-Al Quoz,Brake Service,411.38,167.06,244.32,Card,Completed,2024-01,Q1,Saturday
TXN-001209,1/14/2024,12:45,Dubai-Al Quoz,Full Service,764.38,251.16,513.22,Card,Completed,2024-01,Q1,Sunday
TXN-001210,1/14/2024,9:52,Dubai-Al Quoz,Oil Change,164.8,66.76,98.04,Card,Completed,2024-01,Q1,Sunday
TXN-001211,1/14/2024,16:56,Dubai-Al Quoz,Engine Diagnostics,183.2,60.76,122.44,Card,Completed,2024-01,Q1,Sunday
TXN-001212,1/14/2024,14:09,Dubai-Al Quoz,Engine Overhaul,3221.47,1296.38,1925.09,Cash,Completed,2024-01,Q1,Sunday
TXN-001213,1/14/2024,14:12,Dubai-Al Quoz,Brake Service,474.42,195.7,278.72,Corporate Account,Completed,2024-01,Q1,Sunday
TXN-001214,1/14/2024,10:18,Dubai-Al Quoz,Tyre Replacement,811.61,332.02,479.59,Card,Completed,2024-01,Q1,Sunday
TXN-001215,1/14/2024,8:27,Dubai-Al Quoz,Suspension Repair,870.72,327.47,543.25,Card,Completed,2024-01,Q1,Sunday
TXN-001216,1/14/2024,18:17,Dubai-Al Quoz,Full Service,752.99,336.32,416.67,Card,Completed,2024-01,Q1,Sunday
TXN-001217,1/14/2024,9:54,Dubai-Al Quoz,Battery Replacement,315.53,111.69,203.84,Cash,Completed,2024-01,Q1,Sunday
TXN-001218,1/14/2024,13:44,Dubai-Al Quoz,Battery Replacement,331.1,148.62,182.48,Card,Completed,2024-01,Q1,Sunday
TXN-001219,1/14/2024,11:07,Dubai-Al Quoz,Detailing,416.01,128.81,287.2,Online,Completed,2024-01,Q1,Sunday
TXN-001220,1/14/2024,8:14,Dubai-Al Quoz,Full Service,778.66,251.2,527.46,Cash,Completed,2024-01,Q1,Sunday
TXN-001221,1/14/2024,9:27,Dubai-Al Quoz,Suspension Repair,759.44,335.6,423.84,Cash,Completed,2024-01,Q1,Sunday
TXN-001222,1/14/2024,15:05,Dubai-Al Quoz,Suspension Repair,851.78,272.49,579.29,Card,Completed,2024-01,Q1,Sunday
TXN-001223,1/14/2024,11:36,Dubai-Al Quoz,Brake Service,478.26,148.39,329.87,Card,Completed,2024-01,Q1,Sunday
TXN-001224,1/14/2024,9:57,Dubai-Al Quoz,Oil Change,174.5,75.13,99.37,Online,Completed,2024-01,Q1,Sunday
TXN-001225,1/15/2024,18:55,Dubai-Al Quoz,Full Service,749.74,324.13,425.61,Online,Completed,2024-01,Q1,Monday
TXN-001226,1/15/2024,16:52,Dubai-Al Quoz,Full Service,738.35,287.03,451.32,Card,Completed,2024-01,Q1,Monday
TXN-001227,1/15/2024,19:44,Dubai-Al Quoz,Battery Replacement,319.22,121.32,197.9,Card,Completed,2024-01,Q1,Monday
TXN-001228,1/15/2024,9:25,Dubai-Al Quoz,Oil Change,185.74,80.42,105.32,Online,Completed,2024-01,Q1,Monday
TXN-001229,1/15/2024,10:36,Dubai-Al Quoz,Full Service,722.42,265.74,456.68,Card,Completed,2024-01,Q1,Monday
TXN-001230,1/15/2024,18:35,Dubai-Al Quoz,Oil Change,180.41,73,107.41,Card,Completed,2024-01,Q1,Monday
TXN-001231,1/15/2024,14:09,Dubai-Al Quoz,Wheel Alignment,148.74,66.66,82.08,Card,Completed,2024-01,Q1,Monday
TXN-001232,1/15/2024,12:58,Dubai-Al Quoz,Oil Change,164.45,60.62,103.83,Card,Completed,2024-01,Q1,Monday
TXN-001233,1/15/2024,14:59,Dubai-Al Quoz,Engine Overhaul,3676.46,1603.68,2072.78,Card,Completed,2024-01,Q1,Monday
TXN-001234,1/15/2024,12:16,Dubai-Al Quoz,Battery Replacement,300.74,109.66,191.08,Card,Completed,2024-01,Q1,Monday
TXN-001235,1/15/2024,15:41,Dubai-Al Quoz,Wheel Alignment,164.84,58.11,106.73,Card,Completed,2024-01,Q1,Monday
TXN-001236,1/15/2024,9:54,Dubai-Al Quoz,Battery Replacement,320.61,104.37,216.24,Cash,Completed,2024-01,Q1,Monday
TXN-001237,1/15/2024,15:09,Dubai-Al Quoz,Wheel Alignment,136.27,59.94,76.33,Cash,Completed,2024-01,Q1,Monday
TXN-001238,1/15/2024,9:34,Dubai-Al Quoz,Oil Change,188.07,67.63,120.44,Card,Completed,2024-01,Q1,Monday
TXN-001239,1/15/2024,11:35,Dubai-Al Quoz,Tyre Replacement,836.62,268.96,567.66,Cash,Completed,2024-01,Q1,Monday
TXN-001240,1/15/2024,15:25,Dubai-Al Quoz,AC Service,357.23,128.9,228.33,Online,Completed,2024-01,Q1,Monday
TXN-001241,1/15/2024,9:00,Dubai-Al Quoz,Brake Service,448.61,175.59,273.02,Cash,Completed,2024-01,Q1,Monday
TXN-001242,1/15/2024,8:30,Dubai-Al Quoz,Full Service,780.92,252.85,528.07,Card,Completed,2024-01,Q1,Monday
TXN-001243,1/15/2024,17:56,Dubai-Al Quoz,Engine Diagnostics,184.99,56.65,128.34,Online,Completed,2024-01,Q1,Monday
TXN-001244,1/15/2024,14:59,Dubai-Al Quoz,Brake Service,407.18,139.03,268.15,Cash,Completed,2024-01,Q1,Monday
TXN-001245,1/15/2024,9:03,Dubai-Al Quoz,Detailing,401.19,150.88,250.31,Online,Completed,2024-01,Q1,Monday
TXN-001246,1/15/2024,16:25,Dubai-Al Quoz,Battery Replacement,343.99,142.57,201.42,Card,Completed,2024-01,Q1,Monday
TXN-001247,1/15/2024,19:37,Dubai-Al Quoz,Battery Replacement,291.11,89.77,201.34,Card,Completed,2024-01,Q1,Monday
TXN-001248,1/15/2024,11:31,Dubai-Al Quoz,Full Service,732.8,302.85,429.95,Card,Completed,2024-01,Q1,Monday
TXN-001249,1/16/2024,12:22,Dubai-Al Quoz,Engine Overhaul,3540.93,1506.18,2034.75,Card,Completed,2024-01,Q1,Tuesday
TXN-001250,1/16/2024,17:31,Dubai-Al Quoz,Oil Change,187.44,82.97,104.47,Card,Completed,2024-01,Q1,Tuesday
TXN-001251,1/16/2024,11:01,Dubai-Al Quoz,Oil Change,162.99,54.11,108.88,Card,Completed,2024-01,Q1,Tuesday
TXN-001252,1/16/2024,16:40,Dubai-Al Quoz,AC Service,318.01,126.96,191.05,Card,Completed,2024-01,Q1,Tuesday
TXN-001253,1/16/2024,9:25,Dubai-Al Quoz,Oil Change,162.04,72.77,89.27,Card,Completed,2024-01,Q1,Tuesday
TXN-001254,1/16/2024,10:28,Dubai-Al Quoz,Tyre Replacement,884.25,368.37,515.88,Card,Completed,2024-01,Q1,Tuesday
TXN-001255,1/16/2024,19:40,Dubai-Al Quoz,Wheel Alignment,162.85,60.14,102.71,Card,Completed,2024-01,Q1,Tuesday
TXN-001256,1/16/2024,10:51,Dubai-Al Quoz,AC Service,322.93,139.02,183.91,Corporate Account,Completed,2024-01,Q1,Tuesday
TXN-001257,1/16/2024,11:23,Dubai-Al Quoz,Wheel Alignment,160.36,66.58,93.78,Cash,Completed,2024-01,Q1,Tuesday
TXN-001258,1/16/2024,8:58,Dubai-Al Quoz,Oil Change,176.18,56.56,119.62,Cash,Completed,2024-01,Q1,Tuesday
TXN-001259,1/16/2024,8:09,Dubai-Al Quoz,Wheel Alignment,156.26,52.15,104.11,Card,Completed,2024-01,Q1,Tuesday
TXN-001260,1/16/2024,12:56,Dubai-Al Quoz,Full Service,753.65,287.55,466.1,Online,Completed,2024-01,Q1,Tuesday
TXN-001261,1/16/2024,17:02,Dubai-Al Quoz,Oil Change,186.12,65.39,120.73,Cash,Completed,2024-01,Q1,Tuesday
TXN-001262,1/16/2024,10:14,Dubai-Al Quoz,AC Service,356,121,235,Cash,Completed,2024-01,Q1,Tuesday
TXN-001263,1/16/2024,16:58,Dubai-Al Quoz,Oil Change,169.72,52.76,116.96,Card,Completed,2024-01,Q1,Tuesday
TXN-001264,1/16/2024,9:53,Dubai-Al Quoz,Oil Change,164.47,50,114.47,Card,Completed,2024-01,Q1,Tuesday
TXN-001265,1/16/2024,17:59,Dubai-Al Quoz,Tyre Replacement,945.53,395.3,550.23,Cash,Completed,2024-01,Q1,Tuesday
TXN-001266,1/16/2024,14:41,Dubai-Al Quoz,Engine Diagnostics,181,70.21,110.79,Card,Completed,2024-01,Q1,Tuesday
TXN-001267,1/16/2024,15:22,Dubai-Al Quoz,AC Service,339.23,106.57,232.66,Online,Completed,2024-01,Q1,Tuesday
TXN-001268,1/16/2024,10:51,Dubai-Al Quoz,Full Service,754.72,277.5,477.22,Corporate Account,Completed,2024-01,Q1,Tuesday
TXN-001269,1/16/2024,9:15,Dubai-Al Quoz,Full Service,718.93,287.1,431.83,Card,Completed,2024-01,Q1,Tuesday
TXN-001270,1/16/2024,10:04,Dubai-Al Quoz,Battery Replacement,307.79,116.57,191.22,Cash,Completed,2024-01,Q1,Tuesday
TXN-001271,1/16/2024,9:05,Dubai-Al Quoz,Oil Change,192.56,78.28,114.28,Corporate Account,Completed,2024-01,Q1,Tuesday
TXN-001272,1/16/2024,13:30,Dubai-Al Quoz,Wheel Alignment,163.33,64.12,99.21,Cash,Completed,2024-01,Q1,Tuesday
TXN-001273,1/16/2024,14:32,Dubai-Al Quoz,Brake Service,439.07,153.3,285.77,Card,Completed,2024-01,Q1,Tuesday
TXN-001274,1/17/2024,15:37,Dubai-Al Quoz,Oil Change,187.6,64.6,123,Cash,Completed,2024-01,Q1,Wednesday
TXN-001275,1/17/2024,15:23,Dubai-Al Quoz,Engine Diagnostics,207.77,78.78,128.99,Card,Completed,2024-01,Q1,Wednesday
TXN-001276,1/17/2024,17:04,Dubai-Al Quoz,Detailing,371.69,132.93,238.76,Card,Completed,2024-01,Q1,Wednesday
TXN-001277,1/17/2024,10:18,Dubai-Al Quoz,Oil Change,196.17,84.63,111.54,Card,Completed,2024-01,Q1,Wednesday
TXN-001278,1/17/2024,15:07,Dubai-Al Quoz,Battery Replacement,305.63,114.18,191.45,Cash,Completed,2024-01,Q1,Wednesday
TXN-001279,1/17/2024,11:53,Dubai-Al Quoz,Wheel Alignment,140.73,58.79,81.94,Card,Completed,2024-01,Q1,Wednesday
TXN-001280,1/17/2024,11:15,Dubai-Al Quoz,AC Service,379.34,154.66,224.68,Card,Completed,2024-01,Q1,Wednesday
TXN-001281,1/17/2024,9:10,Dubai-Al Quoz,Full Service,753.51,287.91,465.6,Card,Completed,2024-01,Q1,Wednesday
TXN-001282,1/17/2024,10:54,Dubai-Al Quoz,Full Service,793.19,289.71,503.48,Card,Completed,2024-01,Q1,Wednesday
TXN-001283,1/17/2024,13:23,Dubai-Al Quoz,Oil Change,172.06,64.01,108.05,Card,Completed,2024-01,Q1,Wednesday
TXN-001284,1/17/2024,15:16,Dubai-Al Quoz,Brake Service,484.64,148.63,336.01,Card,Completed,2024-01,Q1,Wednesday
TXN-001285,1/17/2024,16:09,Dubai-Al Quoz,Oil Change,179.99,74.68,105.31,Online,Completed,2024-01,Q1,Wednesday
TXN-001286,1/17/2024,18:29,Dubai-Al Quoz,Oil Change,191.5,66.74,124.76,Card,Completed,2024-01,Q1,Wednesday
TXN-001287,1/17/2024,15:27,Dubai-Al Quoz,Battery Replacement,302.46,106.29,196.17,Card,Completed,2024-01,Q1,Wednesday
TXN-001288,1/17/2024,9:07,Dubai-Al Quoz,Tyre Replacement,859.33,310.9,548.43,Card,Completed,2024-01,Q1,Wednesday
TXN-001289,1/17/2024,16:05,Dubai-Al Quoz,AC Service,352.71,109.03,243.68,Card,Completed,2024-01,Q1,Wednesday
TXN-001290,1/17/2024,9:23,Dubai-Al Quoz,Engine Diagnostics,188.74,65.16,123.58,Cash,Completed,2024-01,Q1,Wednesday
TXN-001291,1/17/2024,14:18,Dubai-Al Quoz,Tyre Replacement,818.41,320.04,498.37,Corporate Account,Completed,2024-01,Q1,Wednesday
TXN-001292,1/17/2024,11:53,Dubai-Al Quoz,Wheel Alignment,157.45,54.06,103.39,Card,Completed,2024-01,Q1,Wednesday
TXN-001293,1/17/2024,8:30,Dubai-Al Quoz,AC Service,315.81,135.8,180.01,Card,Completed,2024-01,Q1,Wednesday
TXN-001294,1/17/2024,11:15,Dubai-Al Quoz,Oil Change,176.01,66.83,109.18,Card,Completed,2024-01,Q1,Wednesday
TXN-001295,1/17/2024,18:23,Dubai-Al Quoz,Oil Change,182.47,78.38,104.09,Card,Completed,2024-01,Q1,Wednesday
TXN-001296,1/17/2024,16:38,Dubai-Al Quoz,AC Service,357.39,116.65,240.74,Cash,Completed,2024-01,Q1,Wednesday
TXN-001297,1/17/2024,15:07,Dubai-Al Quoz,Full Service,687.88,253.23,434.65,Card,Completed,2024-01,Q1,Wednesday
TXN-001298,1/17/2024,16:51,Dubai-Al Quoz,Oil Change,197.74,83.54,114.2,Card,Completed,2024-01,Q1,Wednesday
TXN-001299,1/18/2024,11:12,Dubai-Al Quoz,Oil Change,164.77,73.07,91.7,Cash,Completed,2024-01,Q1,Thursday
TXN-001300,1/18/2024,9:43,Dubai-Al Quoz,Full Service,734.28,275.03,459.25,Card,Completed,2024-01,Q1,Thursday
TXN-001301,1/18/2024,16:30,Dubai-Al Quoz,Brake Service,444.03,186.62,257.41,Card,Completed,2024-01,Q1,Thursday
TXN-001302,1/18/2024,16:03,Dubai-Al Quoz,AC Service,355.66,156.53,199.13,Corporate Account,Completed,2024-01,Q1,Thursday
TXN-001303,1/18/2024,19:02,Dubai-Al Quoz,Suspension Repair,827.43,329.3,498.13,Card,Completed,2024-01,Q1,Thursday
TXN-001304,1/18/2024,11:09,Dubai-Al Quoz,AC Service,318.13,98.52,219.61,Card,Completed,2024-01,Q1,Thursday
TXN-001305,1/18/2024,16:07,Dubai-Al Quoz,Oil Change,183.84,78.78,105.06,Cash,Completed,2024-01,Q1,Thursday
TXN-001306,1/18/2024,15:42,Dubai-Al Quoz,Tyre Replacement,888.88,322.74,566.14,Card,Completed,2024-01,Q1,Thursday
TXN-001307,1/18/2024,9:23,Dubai-Al Quoz,Oil Change,187.09,70.98,116.11,Cash,Completed,2024-01,Q1,Thursday
TXN-001308,1/18/2024,8:43,Dubai-Al Quoz,Tyre Replacement,813.77,307.03,506.74,Card,Completed,2024-01,Q1,Thursday
TXN-001309,1/18/2024,17:02,Dubai-Al Quoz,Engine Diagnostics,199.45,66.93,132.52,Card,Completed,2024-01,Q1,Thursday
TXN-001310,1/18/2024,16:29,Dubai-Al Quoz,Tyre Replacement,862.17,306.42,555.75,Card,Completed,2024-01,Q1,Thursday
TXN-001311,1/18/2024,16:45,Dubai-Al Quoz,Brake Service,457.04,165.57,291.47,Card,Completed,2024-01,Q1,Thursday
TXN-001312,1/18/2024,9:15,Dubai-Al Quoz,Battery Replacement,332.4,101.2,231.2,Card,Completed,2024-01,Q1,Thursday
TXN-001313,1/18/2024,11:11,Dubai-Al Quoz,AC Service,325.15,145.91,179.24,Card,Completed,2024-01,Q1,Thursday
TXN-001314,1/18/2024,17:37,Dubai-Al Quoz,Engine Diagnostics,216.46,88.45,128.01,Card,Completed,2024-01,Q1,Thursday
TXN-001315,1/18/2024,16:05,Dubai-Al Quoz,Wheel Alignment,150.49,62.6,87.89,Card,Completed,2024-01,Q1,Thursday
TXN-001316,1/18/2024,15:07,Dubai-Al Quoz,Wheel Alignment,145.48,45.08,100.4,Card,Completed,2024-01,Q1,Thursday
TXN-001317,1/18/2024,11:07,Dubai-Al Quoz,AC Service,320.96,126.51,194.45,Cash,Completed,2024-01,Q1,Thursday
TXN-001318,1/18/2024,13:27,Dubai-Al Quoz,Brake Service,479.86,179.89,299.97,Cash,Completed,2024-01,Q1,Thursday
TXN-001319,1/18/2024,15:24,Dubai-Al Quoz,AC Service,348.97,119.46,229.51,Card,Completed,2024-01,Q1,Thursday
TXN-001320,1/18/2024,18:36,Dubai-Al Quoz,Full Service,748.53,323.51,425.02,Card,Completed,2024-01,Q1,Thursday
TXN-001321,1/18/2024,16:42,Dubai-Al Quoz,Battery Replacement,324.93,107.17,217.76,Cash,Completed,2024-01,Q1,Thursday
TXN-001322,1/19/2024,18:11,Dubai-Al Quoz,Brake Service,441.25,186.24,255.01,Card,Completed,2024-01,Q1,Friday
TXN-001323,1/19/2024,14:31,Dubai-Al Quoz,AC Service,365.28,135.58,229.7,Card,Completed,2024-01,Q1,Friday
TXN-001324,1/19/2024,8:19,Dubai-Al Quoz,Brake Service,446.33,178.21,268.12,Card,Completed,2024-01,Q1,Friday
TXN-001325,1/19/2024,17:59,Dubai-Al Quoz,Oil Change,0,0,0,Corporate Account,Void,2024-01,Q1,Friday
TXN-001326,1/19/2024,9:25,Dubai-Al Quoz,Oil Change,191.64,73.4,118.24,Card,Completed,2024-01,Q1,Friday
TXN-001327,1/19/2024,10:10,Dubai-Al Quoz,Engine Overhaul,3466.73,1131.25,2335.48,Cash,Completed,2024-01,Q1,Friday
TXN-001328,1/19/2024,15:30,Dubai-Al Quoz,Battery Replacement,297.22,116.55,180.67,Card,Completed,2024-01,Q1,Friday
TXN-001329,1/19/2024,15:58,Dubai-Al Quoz,Tyre Replacement,890.61,348.93,541.68,Card,Completed,2024-01,Q1,Friday
TXN-001330,1/19/2024,10:27,Dubai-Al Quoz,Oil Change,173.1,70.59,102.51,Corporate Account,Completed,2024-01,Q1,Friday
TXN-001331,1/19/2024,17:32,Dubai-Al Quoz,Oil Change,191.35,81.63,109.72,Card,Completed,2024-01,Q1,Friday
TXN-001332,1/19/2024,13:43,Dubai-Al Quoz,Tyre Replacement,925.89,330.17,595.72,Card,Completed,2024-01,Q1,Friday
TXN-001333,1/19/2024,16:45,Dubai-Al Quoz,Oil Change,184.77,57.45,127.32,Card,Completed,2024-01,Q1,Friday
TXN-001334,1/19/2024,14:43,Dubai-Al Quoz,AC Service,327.96,121,206.96,Corporate Account,Completed,2024-01,Q1,Friday
TXN-001335,1/19/2024,9:11,Dubai-Al Quoz,Oil Change,193.93,69.35,124.58,Cash,Completed,2024-01,Q1,Friday
TXN-001336,1/19/2024,19:35,Dubai-Al Quoz,Engine Diagnostics,189.58,69.98,119.6,Cash,Completed,2024-01,Q1,Friday
TXN-001337,1/20/2024,14:44,Dubai-Al Quoz,Suspension Repair,765.78,283.7,482.08,Cash,Completed,2024-01,Q1,Saturday
TXN-001338,1/20/2024,9:19,Dubai-Al Quoz,Oil Change,163.66,52.27,111.39,Card,Completed,2024-01,Q1,Saturday
TXN-001339,1/20/2024,11:46,Dubai-Al Quoz,AC Service,325.89,136.47,189.42,Online,Completed,2024-01,Q1,Saturday
TXN-001340,1/20/2024,16:17,Dubai-Al Quoz,Tyre Replacement,868.07,272.66,595.41,Cash,Completed,2024-01,Q1,Saturday
TXN-001341,1/20/2024,15:16,Dubai-Al Quoz,Suspension Repair,757.87,292.54,465.33,Card,Completed,2024-01,Q1,Saturday
TXN-001342,1/20/2024,19:27,Dubai-Al Quoz,Full Service,699.03,243.74,455.29,Corporate Account,Completed,2024-01,Q1,Saturday
TXN-001343,1/20/2024,16:50,Dubai-Al Quoz,Wheel Alignment,143.83,45.28,98.55,Online,Completed,2024-01,Q1,Saturday
TXN-001344,1/20/2024,16:00,Dubai-Al Quoz,Detailing,360.19,124.85,235.34,Card,Completed,2024-01,Q1,Saturday
TXN-001345,1/20/2024,17:48,Dubai-Al Quoz,Suspension Repair,825.6,331.86,493.74,Cash,Completed,2024-01,Q1,Saturday
TXN-001346,1/20/2024,9:20,Dubai-Al Quoz,Wheel Alignment,151.71,52.37,99.34,Cash,Completed,2024-01,Q1,Saturday
TXN-001347,1/20/2024,9:50,Dubai-Al Quoz,AC Service,375.14,147.51,227.63,Card,Completed,2024-01,Q1,Saturday
TXN-001348,1/20/2024,12:13,Dubai-Al Quoz,Oil Change,186.71,70.25,116.46,Card,Completed,2024-01,Q1,Saturday
TXN-001349,1/21/2024,10:35,Dubai-Al Quoz,Wheel Alignment,150.78,60.2,90.58,Card,Completed,2024-01,Q1,Sunday
TXN-001350,1/21/2024,12:04,Dubai-Al Quoz,Engine Overhaul,3684.34,1257.06,2427.28,Card,Completed,2024-01,Q1,Sunday
TXN-001351,1/21/2024,9:20,Dubai-Al Quoz,Tyre Replacement,810.37,318.78,491.59,Cash,Completed,2024-01,Q1,Sunday
TXN-001352,1/21/2024,17:30,Dubai-Al Quoz,Wheel Alignment,153.5,63.83,89.67,Cash,Completed,2024-01,Q1,Sunday
TXN-001353,1/21/2024,9:10,Dubai-Al Quoz,Full Service,813.23,344.64,468.59,Card,Completed,2024-01,Q1,Sunday
TXN-001354,1/21/2024,8:20,Dubai-Al Quoz,Wheel Alignment,140.45,45.7,94.75,Card,Completed,2024-01,Q1,Sunday
TXN-001355,1/21/2024,17:54,Dubai-Al Quoz,Engine Diagnostics,203.91,81.2,122.71,Card,Completed,2024-01,Q1,Sunday
TXN-001356,1/21/2024,16:38,Dubai-Al Quoz,AC Service,332.77,143.78,188.99,Card,Completed,2024-01,Q1,Sunday
TXN-001357,1/21/2024,16:13,Dubai-Al Quoz,Engine Diagnostics,211.71,92.84,118.87,Card,Completed,2024-01,Q1,Sunday
TXN-001358,1/21/2024,8:45,Dubai-Al Quoz,Oil Change,188.77,62.62,126.15,Card,Completed,2024-01,Q1,Sunday
TXN-001359,1/21/2024,16:03,Dubai-Al Quoz,Battery Replacement,304.17,125.98,178.19,Card,Completed,2024-01,Q1,Sunday
TXN-001360,1/21/2024,17:27,Dubai-Al Quoz,Oil Change,166.95,57.22,109.73,Cash,Completed,2024-01,Q1,Sunday
TXN-001361,1/21/2024,14:52,Dubai-Al Quoz,Engine Overhaul,3372.11,1291.43,2080.68,Card,Completed,2024-01,Q1,Sunday
TXN-001362,1/21/2024,10:08,Dubai-Al Quoz,Wheel Alignment,144.83,53.81,91.02,Online,Completed,2024-01,Q1,Sunday
TXN-001363,1/21/2024,16:30,Dubai-Al Quoz,Brake Service,431.91,167.23,264.68,Cash,Completed,2024-01,Q1,Sunday
TXN-001364,1/21/2024,8:10,Dubai-Al Quoz,Full Service,729.36,289.97,439.39,Card,Completed,2024-01,Q1,Sunday
TXN-001365,1/21/2024,9:02,Dubai-Al Quoz,Tyre Replacement,819.48,335.33,484.15,Corporate Account,Completed,2024-01,Q1,Sunday
TXN-001366,1/21/2024,15:39,Dubai-Al Quoz,Oil Change,176.36,60.61,115.75,Card,Completed,2024-01,Q1,Sunday
TXN-001367,1/21/2024,12:54,Dubai-Al Quoz,AC Service,328.46,116.57,211.89,Card,Completed,2024-01,Q1,Sunday
TXN-001368,1/21/2024,17:26,Dubai-Al Quoz,Wheel Alignment,156.55,48.22,108.33,Card,Completed,2024-01,Q1,Sunday
TXN-001369,1/22/2024,10:52,Dubai-Al Quoz,Oil Change,171.58,56.46,115.12,Card,Completed,2024-01,Q1,Monday
TXN-001370,1/22/2024,16:53,Dubai-Al Quoz,Oil Change,175.77,55.35,120.42,Card,Completed,2024-01,Q1,Monday
TXN-001371,1/22/2024,16:18,Dubai-Al Quoz,Engine Diagnostics,212.59,88.47,124.12,Card,Completed,2024-01,Q1,Monday
TXN-001372,1/22/2024,17:09,Dubai-Al Quoz,Full Service,698.03,242.61,455.42,Card,Completed,2024-01,Q1,Monday
TXN-001373,1/22/2024,16:18,Dubai-Al Quoz,Engine Overhaul,3197.34,1334.19,1863.15,Card,Completed,2024-01,Q1,Monday
TXN-001374,1/22/2024,17:06,Dubai-Al Quoz,AC Service,363.6,159.74,203.86,Card,Completed,2024-01,Q1,Monday
TXN-001375,1/22/2024,17:41,Dubai-Al Quoz,Oil Change,171.59,68.83,102.76,Corporate Account,Completed,2024-01,Q1,Monday
TXN-001376,1/22/2024,9:32,Dubai-Al Quoz,Tyre Replacement,951.66,315.61,636.05,Card,Completed,2024-01,Q1,Monday
TXN-001377,1/22/2024,15:44,Dubai-Al Quoz,Oil Change,170.29,71.82,98.47,Card,Completed,2024-01,Q1,Monday
TXN-001378,1/22/2024,18:57,Dubai-Al Quoz,Tyre Replacement,914.09,365.49,548.6,Card,Completed,2024-01,Q1,Monday
TXN-001379,1/22/2024,8:03,Dubai-Al Quoz,AC Service,334.69,124.17,210.52,Card,Completed,2024-01,Q1,Monday
TXN-001380,1/22/2024,8:05,Dubai-Al Quoz,Battery Replacement,326.29,129.16,197.13,Cash,Completed,2024-01,Q1,Monday
TXN-001381,1/22/2024,9:00,Dubai-Al Quoz,Full Service,704.33,255.77,448.56,Card,Completed,2024-01,Q1,Monday
TXN-001382,1/22/2024,16:38,Dubai-Al Quoz,Engine Diagnostics,191.96,72.69,119.27,Cash,Completed,2024-01,Q1,Monday
TXN-001383,1/22/2024,15:54,Dubai-Al Quoz,Oil Change,197.98,76.59,121.39,Card,Completed,2024-01,Q1,Monday
TXN-001384,1/22/2024,15:50,Dubai-Al Quoz,Oil Change,193.11,69.18,123.93,Cash,Completed,2024-01,Q1,Monday
TXN-001385,1/22/2024,10:42,Dubai-Al Quoz,Suspension Repair,873.58,323.05,550.53,Card,Completed,2024-01,Q1,Monday
TXN-001386,1/22/2024,11:20,Dubai-Al Quoz,Oil Change,175.19,70.33,104.86,Cash,Completed,2024-01,Q1,Monday
TXN-001387,1/22/2024,16:05,Dubai-Al Quoz,Battery Replacement,330.01,112.98,217.03,Card,Completed,2024-01,Q1,Monday
TXN-001388,1/22/2024,13:43,Dubai-Al Quoz,Tyre Replacement,881.68,312.83,568.85,Corporate Account,Completed,2024-01,Q1,Monday
TXN-001389,1/22/2024,18:35,Dubai-Al Quoz,Wheel Alignment,148.98,57.88,91.1,Corporate Account,Completed,2024-01,Q1,Monday
TXN-001390,1/23/2024,12:42,Dubai-Al Quoz,Oil Change,181.01,66.17,114.84,Cash,Completed,2024-01,Q1,Tuesday
TXN-001391,1/23/2024,15:48,Dubai-Al Quoz,AC Service,352.65,142.04,210.61,Card,Completed,2024-01,Q1,Tuesday
TXN-001392,1/23/2024,14:58,Dubai-Al Quoz,Oil Change,164.26,64.72,99.54,Card,Completed,2024-01,Q1,Tuesday
TXN-001393,1/23/2024,8:30,Dubai-Al Quoz,Suspension Repair,829.25,282.05,547.2,Card,Completed,2024-01,Q1,Tuesday
