transaction_id,date,time,branch,service_type,total_amount_aed,parts_cost_aed,labour_cost_aed,payment_method,status,month,quarter,day_of_week,is_void,revenue_aed
TXN-001181,2024-01-11,09:03,Dubai-Al Quoz,Oil Change,177.87,71.98,105.89,Cash,Completed,2024-01,Q1,Thursday,False,177.87
TXN-001182,2024-01-11,08:29,Dubai-Al Quoz,AC Service,322.46,125.48,196.98,Card,Completed,2024-01,Q1,Thursday,False,322.46
TXN-001183,2024-01-11,15:04,Dubai-Al Quoz,Detailing,429.68,151.34,278.34,Card,Completed,2024-01,Q1,Thursday,False,429.68
TXN-001184,2024-01-11,19:46,Dubai-Al Quoz,Wheel Alignment,138.89,48.21,90.68,Corporate Account,Completed,2024-01,Q1,Thursday,False,138.89
TXN-001185,2024-01-12,17:30,Dubai-Al Quoz,Brake Service,485.29,163.81,321.48,Card,Completed,2024-01,Q1,Friday,False,485.29
TXN-001186,2024-01-12,11:07,Dubai-Al Quoz,Battery Replacement,332.86,121.99,210.87,Online,Completed,2024-01,Q1,Friday,False,332.86
TXN-001187,2024-01-12,09:30,Dubai-Al Quoz,Brake Service,430.07,177.98,252.09,Card,Completed,2024-01,Q1,Friday,False,430.07
TXN-001188,2024-01-12,12:56,Dubai-Al Quoz,Full Service,685.73,236.7,449.03,Cash,Completed,2024-01,Q1,Friday,False,685.73
TXN-001189,2024-01-12,14:08,Dubai-Al Quoz,Brake Service,442.46,173.64,268.82,Card,Completed,2024-01,Q1,Friday,False,442.46
TXN-001190,2024-01-12,19:38,Dubai-Al Quoz,Oil Change,191.8,63.41,128.39,Card,Completed,2024-01,Q1,Friday,False,191.8
TXN-001191,2024-01-12,16:10,Dubai-Al Quoz,Engine Diagnostics,215.0,84.33,130.67,Cash,Completed,2024-01,Q1,Friday,False,215.0
TXN-001192,2024-01-12,09:17,Dubai-Al Quoz,Full Service,0.0,0.0,0.0,Cash,Void,2024-01,Q1,Friday,True,0.0
TXN-001193,2024-01-12,19:48,Dubai-Al Quoz,Engine Diagnostics,201.34,80.89,120.45,Card,Completed,2024-01,Q1,Friday,False,201.34
TXN-001194,2024-01-13,17:01,Dubai-Al Quoz,Engine Diagnostics,190.28,68.48,121.8,Cash,Completed,2024-01,Q1,Saturday,False,190.28
TXN-001195,2024-01-13,16:07,Dubai-Al Quoz,Oil Change,193.46,67.47,125.99,Card,Completed,2024-01,Q1,Saturday,False,193.46
TXN-001196,2024-01-13,16:14,Dubai-Al Quoz,Engine Diagnostics,216.36,83.23,133.13,Cash,Completed,2024-01,Q1,Saturday,False,216.36
TXN-001197,2024-01-13,17:59,Dubai-Al Quoz,Oil Change,164.59,66.09,98.5,Corporate Account,Completed,2024-01,Q1,Saturday,False,164.59
TXN-001198,2024-01-13,10:34,Dubai-Al Quoz,Oil Change,0.0,0.0,0.0,Cash,Void,2024-01,Q1,Saturday,True,0.0
TXN-001199,2024-01-13,09:32,Dubai-Al Quoz,Oil Change,182.89,66.83,116.06,Online,Completed,2024-01,Q1,Saturday,False,182.89
TXN-001200,2024-01-13,09:09,Dubai-Al Quoz,AC Service,326.49,121.42,205.07,Card,Completed,2024-01,Q1,Saturday,False,326.49
TXN-001201,2024-01-13,15:23,Dubai-Al Quoz,Full Service,703.21,234.08,469.13,Cash,Completed,2024-01,Q1,Saturday,False,703.21
TXN-001202,2024-01-13,12:01,Dubai-Al Quoz,Oil Change,165.51,67.21,98.3,Card,Completed,2024-01,Q1,Saturday,False,165.51
TXN-001203,2024-01-13,15:49,Dubai-Al Quoz,Brake Service,486.81,197.34,289.47,Card,Completed,2024-01,Q1,Saturday,False,486.81
TXN-001204,2024-01-13,13:24,Dubai-Al Quoz,Battery Replacement,342.75,114.55,228.2,Card,Completed,2024-01,Q1,Saturday,False,342.75
TXN-001205,2024-01-13,12:35,Dubai-Al Quoz,Detailing,394.89,159.76,235.13,Cash,Completed,2024-01,Q1,Saturday,False,394.89
TXN-001206,2024-01-13,12:15,Dubai-Al Quoz,Wheel Alignment,145.06,63.13,81.93,Corporate Account,Completed,2024-01,Q1,Saturday,False,145.06
TXN-001207,2024-01-13,17:28,Dubai-Al Quoz,AC Service,340.88,123.62,217.26,Card,Completed,2024-01,Q1,Saturday,False,340.88
TXN-001208,2024-01-13,13:43,Dubai-Al Quoz,Brake Service,411.38,167.06,244.32,Card,Completed,2024-01,Q1,Saturday,False,411.38
TXN-001209,2024-01-14,12:45,Dubai-Al Quoz,Full Service,764.38,251.16,513.22,Card,Completed,2024-01,Q1,Sunday,False,764.38
TXN-001210,2024-01-14,09:52,Dubai-Al Quoz,Oil Change,164.8,66.76,98.04,Card,Completed,2024-01,Q1,Sunday,False,164.8
TXN-001211,2024-01-14,16:56,Dubai-Al Quoz,Engine Diagnostics,183.2,60.76,122.44,Card,Completed,2024-01,Q1,Sunday,False,183.2
TXN-001212,2024-01-14,14:09,Dubai-Al Quoz,Engine Overhaul,3221.47,1296.38,1925.09,Cash,Completed,2024-01,Q1,Sunday,False,3221.47
TXN-001213,2024-01-14,14:12,Dubai-Al Quoz,Brake Service,474.42,195.7,278.72,Corporate Account,Completed,2024-01,Q1,Sunday,False,474.42
TXN-001214,2024-01-14,10:18,Dubai-Al Quoz,Tyre Replacement,811.61,332.02,479.59,Card,Completed,2024-01,Q1,Sunday,False,811.61
TXN-001215,2024-01-14,08:27,Dubai-Al Quoz,Suspension Repair,870.72,327.47,543.25,Card,Completed,2024-01,Q1,Sunday,False,870.72
TXN-001216,2024-01-14,18:17,Dubai-Al Quoz,Full Service,752.99,336.32,416.67,Card,Completed,2024-01,Q1,Sunday,False,752.99
TXN-001217,2024-01-14,09:54,Dubai-Al Quoz,Battery Replacement,315.53,111.69,203.84,Cash,Completed,2024-01,Q1,Sunday,False,315.53
TXN-001218,2024-01-14,13:44,Dubai-Al Quoz,Battery Replacement,331.1,148.62,182.48,Card,Completed,2024-01,Q1,Sunday,False,331.1
TXN-001219,2024-01-14,11:07,Dubai-Al Quoz,Detailing,416.01,128.81,287.2,Online,Completed,2024-01,Q1,Sunday,False,416.01
TXN-001220,2024-01-14,08:14,Dubai-Al Quoz,Full Service,778.66,251.2,527.46,Cash,Completed,2024-01,Q1,Sunday,False,778.66
TXN-001221,2024-01-14,09:27,Dubai-Al Quoz,Suspension Repair,759.44,335.6,423.84,Cash,Completed,2024-01,Q1,Sunday,False,759.44
TXN-001222,2024-01-14,15:05,Dubai-Al Quoz,Suspension Repair,851.78,272.49,579.29,Card,Completed,2024-01,Q1,Sunday,False,851.78
TXN-001223,2024-01-14,11:36,Dubai-Al Quoz,Brake Service,478.26,148.39,329.87,Card,Completed,2024-01,Q1,Sunday,False,478.26
TXN-001224,2024-01-14,09:57,Dubai-Al Quoz,Oil Change,174.5,75.13,99.37,Online,Completed,2024-01,Q1,Sunday,False,174.5
TXN-001225,2024-01-15,18:55,Dubai-Al Quoz,Full Service,749.74,324.13,425.61,Online,Completed,2024-01,Q1,Monday,False,749.74
TXN-001226,2024-01-15,16:52,Dubai-Al Quoz,Full Service,738.35,287.03,451.32,Card,Completed,2024-01,Q1,Monday,False,738.35
TXN-001227,2024-01-15,19:44,Dubai-Al Quoz,Battery Replacement,319.22,121.32,197.9,Card,Completed,2024-01,Q1,Monday,False,319.22
TXN-001228,2024-01-15,09:25,Dubai-Al Quoz,Oil Change,185.74,80.42,105.32,Online,Completed,2024-01,Q1,Monday,False,185.74
TXN-001229,2024-01-15,10:36,Dubai-Al Quoz,Full Service,722.42,265.74,456.68,Card,Completed,2024-01,Q1,Monday,False,722.42
TXN-001230,2024-01-15,18:35,Dubai-Al Quoz,Oil Change,180.41,73.0,107.41,Card,Completed,2024-01,Q1,Monday,False,180.41
TXN-001231,2024-01-15,14:09,Dubai-Al Quoz,Wheel Alignment,148.74,66.66,82.08,Card,Completed,2024-01,Q1,Monday,False,148.74
TXN-001232,2024-01-15,12:58,Dubai-Al Quoz,Oil Change,164.45,60.62,103.83,Card,Completed,2024-01,Q1,Monday,False,164.45
TXN-001233,2024-01-15,14:59,Dubai-Al Quoz,Engine Overhaul,3676.46,1603.68,2072.78,Card,Completed,2024-01,Q1,Monday,False,3676.46
TXN-001234,2024-01-15,12:16,Dubai-Al Quoz,Battery Replacement,300.74,109.66,191.08,Card,Completed,2024-01,Q1,Monday,False,300.74
TXN-001235,2024-01-15,15:41,Dubai-Al Quoz,Wheel Alignment,164.84,58.11,106.73,Card,Completed,2024-01,Q1,Monday,False,164.84
TXN-001236,2024-01-15,09:54,Dubai-Al Quoz,Battery Replacement,320.61,104.37,216.24,Cash,Completed,2024-01,Q1,Monday,False,320.61
TXN-001237,2024-01-15,15:09,Dubai-Al Quoz,Wheel Alignment,136.27,59.94,76.33,Cash,Completed,2024-01,Q1,Monday,False,136.27
TXN-001238,2024-01-15,09:34,Dubai-Al Quoz,Oil Change,188.07,67.63,120.44,Card,Completed,2024-01,Q1,Monday,False,188.07
TXN-001239,2024-01-15,11:35,Dubai-Al Quoz,Tyre Replacement,836.62,268.96,567.66,Cash,Completed,2024-01,Q1,Monday,False,836.62
TXN-001240,2024-01-15,15:25,Dubai-Al Quoz,AC Service,357.23,128.9,228.33,Online,Completed,2024-01,Q1,Monday,False,357.23
TXN-001241,2024-01-15,09:00,Dubai-Al Quoz,Brake Service,448.61,175.59,273.02,Cash,Completed,2024-01,Q1,Monday,False,448.61
TXN-001242,2024-01-15,08:30,Dubai-Al Quoz,Full Service,780.92,252.85,528.07,Card,Completed,2024-01,Q1,Monday,False,780.92
TXN-001243,2024-01-15,17:56,Dubai-Al Quoz,Engine Diagnostics,184.99,56.65,128.34,Online,Completed,2024-01,Q1,Monday,False,184.99
TXN-001244,2024-01-15,14:59,Dubai-Al Quoz,Brake Service,407.18,139.03,268.15,Cash,Completed,2024-01,Q1,Monday,False,407.18
TXN-001245,2024-01-15,09:03,Dubai-Al Quoz,Detailing,401.19,150.88,250.31,Online,Completed,2024-01,Q1,Monday,False,401.19
TXN-001246,2024-01-15,16:25,Dubai-Al Quoz,Battery Replacement,343.99,142.57,201.42,Card,Completed,2024-01,Q1,Monday,False,343.99
TXN-001247,2024-01-15,19:37,Dubai-Al Quoz,Battery Replacement,291.11,89.77,201.34,Card,Completed,2024-01,Q1,Monday,False,291.11
TXN-001248,2024-01-15,11:31,Dubai-Al Quoz,Full Service,732.8,302.85,429.95,Card,Completed,2024-01,Q1,Monday,False,732.8
TXN-001249,2024-01-16,12:22,Dubai-Al Quoz,Engine Overhaul,3540.93,1506.18,2034.75,Card,Completed,2024-01,Q1,Tuesday,False,3540.93
TXN-001250,2024-01-16,17:31,Dubai-Al Quoz,Oil Change,187.44,82.97,104.47,Card,Completed,2024-01,Q1,Tuesday,False,187.44
TXN-001251,2024-01-16,11:01,Dubai-Al Quoz,Oil Change,162.99,54.11,108.88,Card,Completed,2024-01,Q1,Tuesday,False,162.99
TXN-001252,2024-01-16,16:40,Dubai-Al Quoz,AC Service,318.01,126.96,191.05,Card,Completed,2024-01,Q1,Tuesday,False,318.01
TXN-001253,2024-01-16,09:25,Dubai-Al Quoz,Oil Change,162.04,72.77,89.27,Card,Completed,2024-01,Q1,Tuesday,False,162.04
TXN-001254,2024-01-16,10:28,Dubai-Al Quoz,Tyre Replacement,884.25,368.37,515.88,Card,Completed,2024-01,Q1,Tuesday,False,884.25
TXN-001255,2024-01-16,19:40,Dubai-Al Quoz,Wheel Alignment,162.85,60.14,102.71,Card,Completed,2024-01,Q1,Tuesday,False,162.85
TXN-001256,2024-01-16,10:51,Dubai-Al Quoz,AC Service,322.93,139.02,183.91,Corporate Account,Completed,2024-01,Q1,Tuesday,False,322.93
TXN-001257,2024-01-16,11:23,Dubai-Al Quoz,Wheel Alignment,160.36,66.58,93.78,Cash,Completed,2024-01,Q1,Tuesday,False,160.36
TXN-001258,2024-01-16,08:58,Dubai-Al Quoz,Oil Change,176.18,56.56,119.62,Cash,Completed,2024-01,Q1,Tuesday,False,176.18
TXN-001259,2024-01-16,08:09,Dubai-Al Quoz,Wheel Alignment,156.26,52.15,104.11,Card,Completed,2024-01,Q1,Tuesday,False,156.26
TXN-001260,2024-01-16,12:56,Dubai-Al Quoz,Full Service,753.65,287.55,466.1,Online,Completed,2024-01,Q1,Tuesday,False,753.65
TXN-001261,2024-01-16,17:02,Dubai-Al Quoz,Oil Change,186.12,65.39,120.73,Cash,Completed,2024-01,Q1,Tuesday,False,186.12
TXN-001262,2024-01-16,10:14,Dubai-Al Quoz,AC Service,356.0,121.0,235.0,Cash,Completed,2024-01,Q1,Tuesday,False,356.0
TXN-001263,2024-01-16,16:58,Dubai-Al Quoz,Oil Change,169.72,52.76,116.96,Card,Completed,2024-01,Q1,Tuesday,False,169.72
TXN-001264,2024-01-16,09:53,Dubai-Al Quoz,Oil Change,164.47,50.0,114.47,Card,Completed,2024-01,Q1,Tuesday,False,164.47
TXN-001265,2024-01-16,17:59,Dubai-Al Quoz,Tyre Replacement,945.53,395.3,550.23,Cash,Completed,2024-01,Q1,Tuesday,False,945.53
TXN-001266,2024-01-16,14:41,Dubai-Al Quoz,Engine Diagnostics,181.0,70.21,110.79,Card,Completed,2024-01,Q1,Tuesday,False,181.0
TXN-001267,2024-01-16,15:22,Dubai-Al Quoz,AC Service,339.23,106.57,232.66,Online,Completed,2024-01,Q1,Tuesday,False,339.23
TXN-001268,2024-01-16,10:51,Dubai-Al Quoz,Full Service,754.72,277.5,477.22,Corporate Account,Completed,2024-01,Q1,Tuesday,False,754.72
TXN-001269,2024-01-16,09:15,Dubai-Al Quoz,Full Service,718.93,287.1,431.83,Card,Completed,2024-01,Q1,Tuesday,False,718.93
TXN-001270,2024-01-16,10:04,Dubai-Al Quoz,Battery Replacement,307.79,116.57,191.22,Cash,Completed,2024-01,Q1,Tuesday,False,307.79
TXN-001271,2024-01-16,09:05,Dubai-Al Quoz,Oil Change,192.56,78.28,114.28,Corporate Account,Completed,2024-01,Q1,Tuesday,False,192.56
TXN-001272,2024-01-16,13:30,Dubai-Al Quoz,Wheel Alignment,163.33,64.12,99.21,Cash,Completed,2024-01,Q1,Tuesday,False,163.33
TXN-001273,2024-01-16,14:32,Dubai-Al Quoz,Brake Service,439.07,153.3,285.77,Card,Completed,2024-01,Q1,Tuesday,False,439.07
TXN-001274,2024-01-17,15:37,Dubai-Al Quoz,Oil Change,187.6,64.6,123.0,Cash,Completed,2024-01,Q1,Wednesday,False,187.6
TXN-001275,2024-01-17,15:23,Dubai-Al Quoz,Engine Diagnostics,207.77,78.78,128.99,Card,Completed,2024-01,Q1,Wednesday,False,207.77
TXN-001276,2024-01-17,17:04,Dubai-Al Quoz,Detailing,371.69,132.93,238.76,Card,Completed,2024-01,Q1,Wednesday,False,371.69
TXN-001277,2024-01-17,10:18,Dubai-Al Quoz,Oil Change,196.17,84.63,111.54,Card,Completed,2024-01,Q1,Wednesday,False,196.17
TXN-001278,2024-01-17,15:07,Dubai-Al Quoz,Battery Replacement,305.63,114.18,191.45,Cash,Completed,2024-01,Q1,Wednesday,False,305.63
TXN-001279,2024-01-17,11:53,Dubai-Al Quoz,Wheel Alignment,140.73,58.79,81.94,Card,Completed,2024-01,Q1,Wednesday,False,140.73
TXN-001280,2024-01-17,11:15,Dubai-Al Quoz,AC Service,379.34,154.66,224.68,Card,Completed,2024-01,Q1,Wednesday,False,379.34
TXN-001281,2024-01-17,09:10,Dubai-Al Quoz,Full Service,753.51,287.91,465.6,Card,Completed,2024-01,Q1,Wednesday,False,753.51
TXN-001282,2024-01-17,10:54,Dubai-Al Quoz,Full Service,793.19,289.71,503.48,Card,Completed,2024-01,Q1,Wednesday,False,793.19
TXN-001283,2024-01-17,13:23,Dubai-Al Quoz,Oil Change,172.06,64.01,108.05,Card,Completed,2024-01,Q1,Wednesday,False,172.06
TXN-001284,2024-01-17,15:16,Dubai-Al Quoz,Brake Service,484.64,148.63,336.01,Card,Completed,2024-01,Q1,Wednesday,False,484.64
TXN-001285,2024-01-17,16:09,Dubai-Al Quoz,Oil Change,179.99,74.68,105.31,Online,Completed,2024-01,Q1,Wednesday,False,179.99
TXN-001286,2024-01-17,18:29,Dubai-Al Quoz,Oil Change,191.5,66.74,124.76,Card,Completed,2024-01,Q1,Wednesday,False,191.5
TXN-001287,2024-01-17,15:27,Dubai-Al Quoz,Battery Replacement,302.46,106.29,196.17,Card,Completed,2024-01,Q1,Wednesday,False,302.46
TXN-001288,2024-01-17,09:07,Dubai-Al Quoz,Tyre Replacement,859.33,310.9,548.43,Card,Completed,2024-01,Q1,Wednesday,False,859.33
TXN-001289,2024-01-17,16:05,Dubai-Al Quoz,AC Service,352.71,109.03,243.68,Card,Completed,2024-01,Q1,Wednesday,False,352.71
TXN-001290,2024-01-17,09:23,Dubai-Al Quoz,Engine Diagnostics,188.74,65.16,123.58,Cash,Completed,2024-01,Q1,Wednesday,False,188.74
TXN-001291,2024-01-17,14:18,Dubai-Al Quoz,Tyre Replacement,818.41,320.04,498.37,Corporate Account,Completed,2024-01,Q1,Wednesday,False,818.41
TXN-001292,2024-01-17,11:53,Dubai-Al Quoz,Wheel Alignment,157.45,54.06,103.39,Card,Completed,2024-01,Q1,Wednesday,False,157.45
TXN-001293,2024-01-17,08:30,Dubai-Al Quoz,AC Service,315.81,135.8,180.01,Card,Completed,2024-01,Q1,Wednesday,False,315.81
TXN-001294,2024-01-17,11:15,Dubai-Al Quoz,Oil Change,176.01,66.83,109.18,Card,Completed,2024-01,Q1,Wednesday,False,176.01
TXN-001295,2024-01-17,18:23,Dubai-Al Quoz,Oil Change,182.47,78.38,104.09,Card,Completed,2024-01,Q1,Wednesday,False,182.47
TXN-001296,2024-01-17,16:38,Dubai-Al Quoz,AC Service,357.39,116.65,240.74,Cash,Completed,2024-01,Q1,Wednesday,False,357.39
TXN-001297,2024-01-17,15:07,Dubai-Al Quoz,Full Service,687.88,253.23,434.65,Card,Completed,2024-01,Q1,Wednesday,False,687.88
TXN-001298,2024-01-17,16:51,Dubai-Al Quoz,Oil Change,197.74,83.54,114.2,Card,Completed,2024-01,Q1,Wednesday,False,197.74
TXN-001299,2024-01-18,11:12,Dubai-Al Quoz,Oil Change,164.77,73.07,91.7,Cash,Completed,2024-01,Q1,Thursday,False,164.77
TXN-001300,2024-01-18,09:43,Dubai-Al Quoz,Full Service,734.28,275.03,459.25,Card,Completed,2024-01,Q1,Thursday,False,734.28
TXN-001301,2024-01-18,16:30,Dubai-Al Quoz,Brake Service,444.03,186.62,257.41,Card,Completed,2024-01,Q1,Thursday,False,444.03
TXN-001302,2024-01-18,16:03,Dubai-Al Quoz,AC Service,355.66,156.53,199.13,Corporate Account,Completed,2024-01,Q1,Thursday,False,355.66
TXN-001303,2024-01-18,19:02,Dubai-Al Quoz,Suspension Repair,827.43,329.3,498.13,Card,Completed,2024-01,Q1,Thursday,False,827.43
TXN-001304,2024-01-18,11:09,Dubai-Al Quoz,AC Service,318.13,98.52,219.61,Card,Completed,2024-01,Q1,Thursday,False,318.13
TXN-001305,2024-01-18,16:07,Dubai-Al Quoz,Oil Change,183.84,78.78,105.06,Cash,Completed,2024-01,Q1,Thursday,False,183.84
TXN-001306,2024-01-18,15:42,Dubai-Al Quoz,Tyre Replacement,888.88,322.74,566.14,Card,Completed,2024-01,Q1,Thursday,False,888.88
TXN-001307,2024-01-18,09:23,Dubai-Al Quoz,Oil Change,187.09,70.98,116.11,Cash,Completed,2024-01,Q1,Thursday,False,187.09
TXN-001308,2024-01-18,08:43,Dubai-Al Quoz,Tyre Replacement,813.77,307.03,506.74,Card,Completed,2024-01,Q1,Thursday,False,813.77
TXN-001309,2024-01-18,17:02,Dubai-Al Quoz,Engine Diagnostics,199.45,66.93,132.52,Card,Completed,2024-01,Q1,Thursday,False,199.45
TXN-001310,2024-01-18,16:29,Dubai-Al Quoz,Tyre Replacement,862.17,306.42,555.75,Card,Completed,2024-01,Q1,Thursday,False,862.17
TXN-001311,2024-01-18,16:45,Dubai-Al Quoz,Brake Service,457.04,165.57,291.47,Card,Completed,2024-01,Q1,Thursday,False,457.04
TXN-001312,2024-01-18,09:15,Dubai-Al Quoz,Battery Replacement,332.4,101.2,231.2,Card,Completed,2024-01,Q1,Thursday,False,332.4
TXN-001313,2024-01-18,11:11,Dubai-Al Quoz,AC Service,325.15,145.91,179.24,Card,Completed,2024-01,Q1,Thursday,False,325.15
TXN-001314,2024-01-18,17:37,Dubai-Al Quoz,Engine Diagnostics,216.46,88.45,128.01,Card,Completed,2024-01,Q1,Thursday,False,216.46
TXN-001315,2024-01-18,16:05,Dubai-Al Quoz,Wheel Alignment,150.49,62.6,87.89,Card,Completed,2024-01,Q1,Thursday,False,150.49
TXN-001316,2024-01-18,15:07,Dubai-Al Quoz,Wheel Alignment,145.48,45.08,100.4,Card,Completed,2024-01,Q1,Thursday,False,145.48
TXN-001317,2024-01-18,11:07,Dubai-Al Quoz,AC Service,320.96,126.51,194.45,Cash,Completed,2024-01,Q1,Thursday,False,320.96
TXN-001318,2024-01-18,13:27,Dubai-Al Quoz,Brake Service,479.86,179.89,299.97,Cash,Completed,2024-01,Q1,Thursday,False,479.86
TXN-001319,2024-01-18,15:24,Dubai-Al Quoz,AC Service,348.97,119.46,229.51,Card,Completed,2024-01,Q1,Thursday,False,348.97
TXN-001320,2024-01-18,18:36,Dubai-Al Quoz,Full Service,748.53,323.51,425.02,Card,Completed,2024-01,Q1,Thursday,False,748.53
TXN-001321,2024-01-18,16:42,Dubai-Al Quoz,Battery Replacement,324.93,107.17,217.76,Cash,Completed,2024-01,Q1,Thursday,False,324.93
TXN-001322,2024-01-19,18:11,Dubai-Al Quoz,Brake Service,441.25,186.24,255.01,Card,Completed,2024-01,Q1,Friday,False,441.25
TXN-001323,2024-01-19,14:31,Dubai-Al Quoz,AC Service,365.28,135.58,229.7,Card,Completed,2024-01,Q1,Friday,False,365.28
TXN-001324,2024-01-19,08:19,Dubai-Al Quoz,Brake Service,446.33,178.21,268.12,Card,Completed,2024-01,Q1,Friday,False,446.33
TXN-001325,2024-01-19,17:59,Dubai-Al Quoz,Oil Change,0.0,0.0,0.0,Corporate Account,Void,2024-01,Q1,Friday,True,0.0
TXN-001326,2024-01-19,09:25,Dubai-Al Quoz,Oil Change,191.64,73.4,118.24,Card,Completed,2024-01,Q1,Friday,False,191.64
TXN-001327,2024-01-19,10:10,Dubai-Al Quoz,Engine Overhaul,3466.73,1131.25,2335.48,Cash,Completed,2024-01,Q1,Friday,False,3466.73
TXN-001328,2024-01-19,15:30,Dubai-Al Quoz,Battery Replacement,297.22,116.55,180.67,Card,Completed,2024-01,Q1,Friday,False,297.22
TXN-001329,2024-01-19,15:58,Dubai-Al Quoz,Tyre Replacement,890.61,348.93,541.68,Card,Completed,2024-01,Q1,Friday,False,890.61
TXN-001330,2024-01-19,10:27,Dubai-Al Quoz,Oil Change,173.1,70.59,102.51,Corporate Account,Completed,2024-01,Q1,Friday,False,173.1
TXN-001331,2024-01-19,17:32,Dubai-Al Quoz,Oil Change,191.35,81.63,109.72,Card,Completed,2024-01,Q1,Friday,False,191.35
TXN-001332,2024-01-19,13:43,Dubai-Al Quoz,Tyre Replacement,925.89,330.17,595.72,Card,Completed,2024-01,Q1,Friday,False,925.89
TXN-001333,2024-01-19,16:45,Dubai-Al Quoz,Oil Change,184.77,57.45,127.32,Card,Completed,2024-01,Q1,Friday,False,184.77
TXN-001334,2024-01-19,14:43,Dubai-Al Quoz,AC Service,327.96,121.0,206.96,Corporate Account,Completed,2024-01,Q1,Friday,False,327.96
TXN-001335,2024-01-19,09:11,Dubai-Al Quoz,Oil Change,193.93,69.35,124.58,Cash,Completed,2024-01,Q1,Friday,False,193.93
TXN-001336,2024-01-19,19:35,Dubai-Al Quoz,Engine Diagnostics,189.58,69.98,119.6,Cash,Completed,2024-01,Q1,Friday,False,189.58
TXN-001337,2024-01-20,14:44,Dubai-Al Quoz,Suspension Repair,765.78,283.7,482.08,Cash,Completed,2024-01,Q1,Saturday,False,765.78
TXN-001338,2024-01-20,09:19,Dubai-Al Quoz,Oil Change,163.66,52.27,111.39,Card,Completed,2024-01,Q1,Saturday,False,163.66
TXN-001339,2024-01-20,11:46,Dubai-Al Quoz,AC Service,325.89,136.47,189.42,Online,Completed,2024-01,Q1,Saturday,False,325.89
TXN-001340,2024-01-20,16:17,Dubai-Al Quoz,Tyre Replacement,868.07,272.66,595.41,Cash,Completed,2024-01,Q1,Saturday,False,868.07
TXN-001341,2024-01-20,15:16,Dubai-Al Quoz,Suspension Repair,757.87,292.54,465.33,Card,Completed,2024-01,Q1,Saturday,False,757.87
TXN-001342,2024-01-20,19:27,Dubai-Al Quoz,Full Service,699.03,243.74,455.29,Corporate Account,Completed,2024-01,Q1,Saturday,False,699.03
TXN-001343,2024-01-20,16:50,Dubai-Al Quoz,Wheel Alignment,143.83,45.28,98.55,Online,Completed,2024-01,Q1,Saturday,False,143.83
TXN-001344,2024-01-20,16:00,Dubai-Al Quoz,Detailing,360.19,124.85,235.34,Card,Completed,2024-01,Q1,Saturday,False,360.19
TXN-001345,2024-01-20,17:48,Dubai-Al Quoz,Suspension Repair,825.6,331.86,493.74,Cash,Completed,2024-01,Q1,Saturday,False,825.6
TXN-001346,2024-01-20,09:20,Dubai-Al Quoz,Wheel Alignment,151.71,52.37,99.34,Cash,Completed,2024-01,Q1,Saturday,False,151.71
TXN-001347,2024-01-20,09:50,Dubai-Al Quoz,AC Service,375.14,147.51,227.63,Card,Completed,2024-01,Q1,Saturday,False,375.14
TXN-001348,2024-01-20,12:13,Dubai-Al Quoz,Oil Change,186.71,70.25,116.46,Card,Completed,2024-01,Q1,Saturday,False,186.71
TXN-001349,2024-01-21,10:35,Dubai-Al Quoz,Wheel Alignment,150.78,60.2,90.58,Card,Completed,2024-01,Q1,Sunday,False,150.78
TXN-001350,2024-01-21,12:04,Dubai-Al Quoz,Engine Overhaul,3684.34,1257.06,2427.28,Card,Completed,2024-01,Q1,Sunday,False,3684.34
TXN-001351,2024-01-21,09:20,Dubai-Al Quoz,Tyre Replacement,810.37,318.78,491.59,Cash,Completed,2024-01,Q1,Sunday,False,810.37
TXN-001352,2024-01-21,17:30,Dubai-Al Quoz,Wheel Alignment,153.5,63.83,89.67,Cash,Completed,2024-01,Q1,Sunday,False,153.5
TXN-001353,2024-01-21,09:10,Dubai-Al Quoz,Full Service,813.23,344.64,468.59,Card,Completed,2024-01,Q1,Sunday,False,813.23
TXN-001354,2024-01-21,08:20,Dubai-Al Quoz,Wheel Alignment,140.45,45.7,94.75,Card,Completed,2024-01,Q1,Sunday,False,140.45
TXN-001355,2024-01-21,17:54,Dubai-Al Quoz,Engine Diagnostics,203.91,81.2,122.71,Card,Completed,2024-01,Q1,Sunday,False,203.91
TXN-001356,2024-01-21,16:38,Dubai-Al Quoz,AC Service,332.77,143.78,188.99,Card,Completed,2024-01,Q1,Sunday,False,332.77
TXN-001357,2024-01-21,16:13,Dubai-Al Quoz,Engine Diagnostics,211.71,92.84,118.87,Card,Completed,2024-01,Q1,Sunday,False,211.71
TXN-001358,2024-01-21,08:45,Dubai-Al Quoz,Oil Change,188.77,62.62,126.15,Card,Completed,2024-01,Q1,Sunday,False,188.77
TXN-001359,2024-01-21,16:03,Dubai-Al Quoz,Battery Replacement,304.17,125.98,178.19,Card,Completed,2024-01,Q1,Sunday,False,304.17
TXN-001360,2024-01-21,17:27,Dubai-Al Quoz,Oil Change,166.95,57.22,109.73,Cash,Completed,2024-01,Q1,Sunday,False,166.95
TXN-001361,2024-01-21,14:52,Dubai-Al Quoz,Engine Overhaul,3372.11,1291.43,2080.68,Card,Completed,2024-01,Q1,Sunday,False,3372.11
